,Rating,Title,Review,Review_Date
0,4,One Plus Nord Ce2 Lite 5g,A Midrange phone from oneplus. why I choose this phone is only because of the brand value we have more other option like Vivo t1 / realme 9 /9 Pro / Oppo/ Motorola but the oneplus has their own premium feel the reason why I have given only four star.......1). The Amoled display is not there but it is not important.2) The wide angle lens is also not there.3) they have removed alert slider. Otherwise the phone is perfect I am satisfied with this device 95% you can definitely go for it. the important thing is that red cable is available which is a signature of oneplus mobile also the oxygen OS is perfect I like it and it's give extremely performance that fill you like a { Makhan Malai }.Thank you ❤️‍🔥,02 September 2022
1,4,NICE PHONE WITH NICE FEATURES BUT BATTERY & BRIGHTNESS SHOULD BE MORE BETTER,"I was searching a smartphone in 25-30k segment checked lot of phones but could not find a good phone with on screen FPS and dedicated sim/MC slot suddenly I checked on google that 1+ is also launching the phones with these features and then I watched an unboxing video and decided to buy this phone the brightness of the display and battery should be more good so it will be definitely more awesome but as per performance and brand of 1+ phone is good in 23000 (including cards discount) the antutu is about to 5lac when the antutu of iphone 12 (Rs 42k cost) is 6.25 lac so this deal is not bad, but if you are planing to buy so just check the phone at the showroom or on ytube.", 07 November 2022
2,4,Best for elderly people,"Bought in big billion day sale but towards the end. My experience is when Amazon takes time in delivering a product, it will be worth it because they push bad product line in starting and immediate delivery. Gifted my mother (58years), and for an elderly person, this phone is perfect.I was initially confused whether to buy this then went for it after reading reviews that its good for elderly person.I setup the phone before giving to my mother. And I am using oneplus6t constantly since may 2019. So oneplus nord ce 2 lite felt like a power in hand. Super fluid, battery, camera, features.Although I would not recommend this phone for youngsters, but its ok if you want a budget power filled smartphone.",08 November 2022
3,4,Good one,"*Battery life is decent, if you're a heavy user you'll get a backup of 12-15hrs after 100% charge.But as I'm not a heavy user I'm getting a backup of more than 24 hrs.*Camera is also good, night mode is working good if you have a good light, if not you'll not get satisfaction.*The main issue of this phone is brightness. If you're keeping your brightness level at the lowest then you won't be able to see things properly in the night also.And outdoor you have to keep the brightness high.Which will affect your battery backup.*TIll now I have faced only one issue, which is brightness. But rest all are working fine.",02 November 2022
4,4,After 6 months of use,"After the six months of use i would like to say it is a very good phone in this price range but within 6 month of use i am facing few problems like sometime many apps like Paytm, phonepe etc gets crashed as it is opened the contacts are not able to save as well as you cannot make calls sometimes as this app also gets crashing i have noticed this to OnePlus care also but they are clueless hope they'll soon give a update and able to fix this major problem as i don't want to do hard reset.",04 November 2022
5,4,Quite expensive but it’s one plus so..,"One+ has established itself as a brand so paying the premium price for this mobileCamera quality : ok, gets blurred during night and motion quite easilyBattery : good and would last an entire day easilyBody : good looking and ruggedOS : smooth and easy operations",12 November 2022
6,4,Better than expected,"First things first, this is the phone who very easily beats any redmi phone camera in this price range. So we should ignore reviews of redmi agents.Rest arePros :Clean UI,fast processing,fast charging 65 watts,display is very good,sound quality is goodCons:Back panel is plastic", 8 November 2022
7,4,For normal usage this phone is best,If u are not a game addict then this phone is for uhh game like bgmi nd all......battery lyf is superb.... something it slow down during online payment other than that ig does not hang, 10 November 2022
8,4,Good phone for daily needs,Bought this phone for my Dad who wanted to chuck away his redmi note 7. He is not a gamer and wanted a phone that doesn't hung or pop some odd instructions during UPI or credit card payments or any transactions whatsoever.  Oxygen OS is light and very user friendly. No confusions at all unlike mini for the elderly., 5 November 2022
9,4,Good product for this price range. Satisfied,Overall satisfied with the product quality and performance. Good product under this price range. The battery charging is fast and the battery backup easily lasts for a whole day with normal use ( didn't try playing heavy games), 1 November 2022
10,4,Good Phone (Just Price is Little Higher),"I am writing this review after using 5 Days this phone & 1.5 Month use of Motorola Moto G62.Performance, Camera, Battery Life, functionality of this phone is more & far Better than Moto G62.Pros.  Performance, Battery, Camera, Fast Charging (0-100% Charging in 1 hours & 10 Minutes (this is real data after charging 3 times after purchasing)).Cons.  No Measure Cons.  1- Just Price is Little higher.  2-Just some Software functions like Small Menu Apps Grid (Matrix) Bar, Font Style & Small Font Size looking like Large(That should have to be smaller than given.  There should have to option for the reduction of Small Apps Grid (Matrix) Size.",17 October 2022
11,4,Android auto doesn't work,Unable to use Android auto.. camera is moderately good.. charges very quickly and works well for the day..,12 November 2022
12,4,Very good features phone,"Very good phone in this price range. Battery backup, camera quality, finger print reader and all features are nice. I enjoy with this phone. Thanks amazon",10 November 2022
13,4,I am happy,25din ho gye ... Bdhiya hai abhi tk to.... Battery 2din me charge krni pdti hai... Camera mujhe bht achha lga... Touch b achha h,06 November 2022
14,4,I wanted to buy matching phone,from the looks it looks pretty amazing but we have to see how it works,13 November 2022
15,4,Overall a good buy,"A good quality product to buy under 20k. Ample space, good quality pictures and wider screen",10 November 2022
16,4,Balanced Phone for people looking out for an Daily use and Futuristic 5G Phone,Balanced Phone for people looking out for an Daily use and Futuristic 5G Phone.,10 November 2022
17,4,Nice mobile in this price range camera can be better,Ovrrall i like the phone in this price range ..2sim and dedicated memory card supported,12 November 2022
18,4,Mobile is excellent,"Alexa not working properly after 2 days, otherwise mobile working is nice",10 November 2022
19,4,Found few bugs,"My display sleep mode changes frequently, it goes to 15 sec automatically even I have made it to 1 min.I dnt see message count for application. It just show dots when any notification is received. I have opted for both number and dot. Then too I  can see only dot.Also finger sensor doesnot work smoothly.",01 November 2022
20,4,Nice budget phone,Display brightness is little bit low speaker are not up to mark,11 November 2022
21,4,Everything is fine but Battery 🔋 life is not good.,Finger print ossum battery life not going camera average,11 November 2022
22,4,Mast,,08 November 2022
23,4,Very nice,Good product 👍Proceedings 👍Back Camera 👍 front not goodDisplay very nice ☺️Battery is 👍,08 November 2022
24,4,Good battery and camera quality also perfect,Could have been in display fingerprint censor,10 November 2022
25,4,Very nice,Very nice,06 November 2022
26,4,All over good,Fingerprint reader is requre to improve,10 November 2022
27,4,Cemara,Camara clarity is not good,11 November 2022
28,4,Best Buy But not the least,"Best with the price range, Camera quality is not as expected. Battery life is shorten for heavy user. Games functions well and smooth. I'm satisfied with my budget.",06 November 2022
29,4,Good,I like this products,13 November 2022
30,4,Good,Good,06 November 2022
31,4,Nice phone,It's good phone from good brandCamera is greatBattery is superbYet to explore 5gOverall nice phone at this price,09 November 2022
32,4,Camera poor quality,Camera quality low,10 November 2022
33,4,Good,As you know one plus low cast phone material how to except all things,09 November 2022
34,4,Ok ok,Kabhi kabhi call ki ring aati hai but dikhti nahi . Choti choti problem hai.,05 November 2022
35,4,Good as expected,Good as expected,11 November 2022
36,4,Ho,GoodNice,12 November 2022
37,4,Good smartphone at decent price.,Awesome display and built quality.Camera quality is best in class.At first the battery life seems to be an issue but it lasts full day. (Charger is very fast. Takes half hour to full),05 November 2022
38,4,Good Budget friendly phone,If you want to take this phone just take it coz it doesn't have any kind of blotware and is best budget friendly mobile,03 November 2022
39,4,Nice ☺️👍,Nice 😊👍,10 November 2022
40,4,Overall good,Overall good,  10 November 2022
41,4,Everything good only camera quality bad,Perfomance super and remaining all features good.camera quality very very bad 😞,  6 November 2022
42,4,Good Battery life with 65w charger,Camera can be much better,  11 November 2022
43,4,Very nice camera,Battery goodCamera 🤳 nice,  9 November 2022
44,4,V good,V good,  10 November 2022
45,4,Nice phone,Nice phone,  13 November 2022
46,4,Good phone,Good phone in this price range,  9 November 2022
47,4,Product is slim and good.,"Overall Product is really good. But I've issues with BSNL network; particularly with this product.And in my residential area there is no other good network other than BSNL.With using this phone I've experienced Poor network connectivity, no clear sound and frequently my Calls get disconnected.NB- (No issues of network while using same SIM card in my old poco X2 @same time.).Thanks to team Amazon for considering this issue and refunding my money. You people are really good and genuine.6 star 🌟 for your service.I've ordered Redmi note 11 pro plus 5g  from Amazon only.",  25 October 2022
48,4,Best value for money,"Phone screen is very good, battery life is also very good, camera could have been better but at the price is good",  3 November 2022
49,4,फोन हैंग बहुत करता है।,हैंग की समस्या है। I think samsung is best option.....,  6 November 2022
50,4,Good,Good,  10 November 2022
51,4,average,all is ok but i didn't get the back panel micro camera glass.,  9 November 2022
52,4,Fon is good quality and canara best quality,I am so very happy with this phone,  9 November 2022
53,4,Awesome,Good Quality Phone,  3 November 2022
54,5,Worth for price,"Its been 1 month since i am using this phone and the experience was really really good. Most loving thing is its camera. Night scape is insane man its too OP but it drains insane battery power too. And the steady mode- i compared my phone to my friend's phone and guess what i won against 4 phones, OnePlus nord ce,realme 9i samsund a23 and another samsung that i dont remember but its price was also 25k. And most loving people game like genshin impact, bgmi, asphalt 89,new state ,cod etc they run in this phone like game is nothing for this phone, So u can go for it without thinking",  12 November 2022
55,4,Overall it's a good mobile with nice features,,  9 November 2022
56,4,Nice products,Good looking a smart phone,  2 November 2022
57,4,Average phone under this price category.,"If you are looking for camera phone then this is not the one, average camera quality, good battery backup, overall performance is very good.",  1 November 2022
58,4,"Everything is ok,",Normal phone nothing special,  12 November 2022
59,4,Battery backup not good,Battery backup only one day more good,  8 November 2022
60,4,Good,Decent enough at this price.,05 November 2022
61,4,It is good,Battery is good,10 November 2022
62,4,Excellent and worthy,No comment,09 November 2022
63,4,Nice,"Camera quality good, battery life is also good",07 November 2022
64,4,Sab kuchh sahi hai but network ki problem hai h.,Only one problem network strength is very low and week. fingerprint aftar 2 week not working properly also all is well.,01 November 2022
65,4,Features very good,Good product,09 November 2022
66,4,Flash light is very low.,Updated version is not available in this phone. upgrade flash light so we can take clearly pics during at night .,26 October 2022
67,4,Very good,Very good,09 November 2022
68,4,👍🏻❤️,Nice product recieved 👍🏻👍🏻❤️,06 November 2022
69,4,Good,Good,07 November 2022
70,4,Nice phone,,  1 November 2022
71,4,This range mobile good,This range mobile is good but some time hanging problem on this device,  5 November 2022
72,4,Camera quality is very low quality.,Plz improve camera quality and flash light. Call recording function improve like as Samsung.,  26 October 2022
73,4,Reasonable at this price,"Phone is quite good at the price of Rs. 17,500 (after bank discount).",  2 November 2022
74,4,Mobile is best,Need to upgrade the battery lifeMobile is best nord ce 2Small disadvantage is  battery backup and mono speaker,  25 October 2022
75,4,"Camera quality is the best,  battery package is good","Mobile is stylish and friendly options, can say camera quality is far good",  30 October 2022
76,4,Camera clarity better,,  28 October 2022
77,4,Camera quality is not bad at this price range but you can expect tooo,Personaly i suggest front camera is good or in low light back camera is performed well....but sometimes it campture photo live oppo and Vivo camera with white effect,  28 October 2022
78,4,Good,Good product,  4 November 2022
79,4,SUPERPHONE,The camera quality is very good,  29 October 2022
80,4,Nice Phone👍👍,Overall phone is very goodCamera quality also very niceSmoothly workingBattery charging is fast  this is the best quality of this phoneNow this is the nice Phone in this price .👍👍👍👍👍,  29 October 2022
81,4,"Battery life, display & camera",I m using this phone and writing this review after 2 months. Battery backup is average. Display is also good. Speaker sound may be improved.Rear camera is good but 🤳 selfie/front camera giving blurred photos from last 01 weeks days.,  28 October 2022
82,4,Camera quality good within a range but let nhi distance picture quality not good,One issue of heating during charging in this phone,  29 October 2022
83,4,Medium Quality,Chalania,  2 November 2022
84,4,Click is beautiful.,It can capture even the tiniest details of the pics clicked.,  30 October 2022
85,4,Decent for Normal Daily Use. Not for Gaming Purpose as it drains battery life faster,"(Note- I have purchased this phone on the Event of Great Indian Festival after putting offer of SBI Card and get it within the price range of 24,1998 GB RAM + 128 GB ROM VariantThis is a very Good Product between a very budgetable and affordable price range. OnePlus has done good job.My Review Ratings (Out of 10)Camera Quality- 7/10Battery Life- 8/10Screen Type and Picture Quality- 8/10Gaming- 6/10Normal Use- 10/10Price Range- 5/10I hope this review will help you guys to get guided for purchasing this phone.Thanks",  16 October 2022
86,4,Best midranger 5G you can go for,"Indisplay finger print is pretty good,camera is like okay,",  24 October 2022
87,4,"Overall good performance, however ram consume more space even least app's install","Overall good performance, however ram consume more space even least app's install",  28 October 2022
88,4,Battery life is not expected from one plus,Battery life is poor. Rest is really good,  4 November 2022
89,4,Review,"I am happy to have this product , camera quality is good",  29 October 2022
90,4,It's very good budget friendly phone,"The camera, battery and overall phone is good",02 November 2022
91,4,Overall good,I will prefer to buy this with out pausing,26 October 2022
92,4,Battery is good,"Camera clarity is not good compare to realme mobiles, previously I'm using realme mobile, realme only good for compare to OnePlus.",25 October 2022
93,4,Best Mobile for 19K,Amazing phone with best options....by Jaya Vardhan Sannithi,02 November 2022
94,4,Battery jaldi down ho jati h,Battery jaldi down ho jati h,28 October 2022
95,4,OnePlus Nord ce2,Good budget mobile on oneplus,29 October 2022
96,4,Average,"In this price camera was not that great and charging also using in 120hz i felt like it draining too fast but charges in 20mins rapidly, very light weight , single speaker but loud enough and performance is very smooth bcz of 120hz",01 November 2022
97,4,Value for money,Good one,06 November 2022
98,4,Good one,Thank Amazon ..it is good product,28 October 2022
99,4,amazing allrounder,camera needs to be improved,07 November 2022
100,4,Allmost ok but finger in screen is best not side,Finger side  button not ok,27 October 2022
101,4,Nice 👍👍👍👍,Nice 🙂👍🙂,25 October 2022
102,4,Super mobile,Mobile super good performance mostly branding oxygen OS camera quality,28 October 2022
103,4,Good....but not special .,Night photo,31 October 2022
104,4,nice product,nice product,27 October 2022
105,4,Nice phone,Good android phone,27 October 2022
106,4,Good camara quality,Good camara qualityGood design,23 October 2022
107,4,Nice phone,Very nice phone. Battery last for full day once charged. Camera quality is good. Worth for money,26 October 2022
108,4,Not bad,"Normal phone, not specified",30 October 2022
109,4,Amazing,,05 November 2022
110,4,Hmmm...nice phone,Good phone,01 November 2022
111,4,Good,Good quality camera,29 October 2022
112,4,Camera Quality Sahi Nahi Hai,Camera Quality Sahi Nahi Hai,04 November 2022
113,4,Oneplus Nord ce2 5g,There is only heating Ishu not much lettelOveral it is best mobile under 24999,25 October 2022
114,4,Good phone,Overall good,02 November 2022
115,4,About Finger Print Sensor,Simetimes the finger print senor is not working properly that's a major problem for this mobile phone,28 October 2022
116,4,Very good,Very nice product,02 November 2022
117,4,Great,Very nice phoneSmooth in working,27 October 2022
118,4,"Very nice camara clarity , call ete,,,,",😍👌,26 October 2022
119,4,Vet,Netvark problem ati hye,03 November 2022
120,4,Good,Good,  31 October 2022
121,4,Good,Good,  2 November 2022
122,4,Budget phone,Finger print ok. Camera quality average. Better if Amoled display provided. Good OS. Ram ok.,  27 October 2022
123,4,Budget smartphone,"Other brands can give you more function, speed, camera quality than one plus nord 2ce in this budget",  25 October 2022
124,4,Exilent,Like,  7 November 2022
125,4,Suppp.,Good,  4 November 2022
126,4,Value to money,Good experience with it...,  25 October 2022
127,4,Mind-blowing purchase....,Plus points- camera quality is good .. video recording is awesome.. fingerprint sensor stunning... Charging -supercool But..-points..Battery back up is too much disappointing...Camera quality is not as expected...,  26 October 2022
128,4,Awesome Phone,This phone is very good if you all want to buy then buy it.,  29 October 2022
129,4,Picture quality is good,Battery backup is good. Camera quality is good 👍. I like the product 👍.,  4 November 2022
130,4,👍🏻,For daily use it good,  4 November 2022
131,4,Phone was very good,"Phone was very good,But I don’t like delivering the phone , I ordered on 24th September 2022, can you guess when I get??!! 18th October 2022.",  31 October 2022
132,4,Nice product,"Cam quality and battery life is good, product is good.",  24 October 2022
133,4,Very poor camera and display quality,Very poor camera and display quality,  26 October 2022
134,4,Money vlue,It's okay not bad but it just okay,  26 October 2022
135,4,A decent package for non gamers and everything thing is decent not the best out there,"The media could not be loaded.
                



 Build quality - Rating 7.5 : One of the light weight phones out there and has to say it's quite comfortable for one hand usage and even the material used is polycarbonate but gets the job done but doesn't matter if back cover is there . In terms of styling it's similar to oppo phone but i liked it but won't recommend gray one as it attaches fingerprints but if you are going to use back cover then it doesn't matterDisplay -  Rating 8 : Really good amoled plan and 90hz refresh rate works well wish it could have been 120hz . But the bottom chin is quite thick that is the only thing and yes there is gorilla glass 5 protection and screen guard pre applied too . But the panel on this one is the not the best out there but it's pretty decent as wellPerformance - Rating 9 :Dimensity 900 with ufs 2.2 and lppdr4x Ram gets the job done for regular day to day operations and I didn't played games so can't say but considering this soc is pretty good you can expect 50 fps stable in bgmi and cod . Still I would say this processor is good but competition is offering better so you decide . For me gaming doesn't matter and for next 2 years it can last me easily for normal.usageSoftware- 8.5 : biggest con is Android 11 based on oxygen OS or should I say future color oos 😂 but overall it's quite stable and no bugs as of now but still can't say a lot will have to wait for Android 12 to have better ideaCamera -  Rating 7.5 : 64mp is decent I was atleast expecting samsung sensor though but they provided omnivison sensor which gets the job done but to be Frank I am not into camera that much so better to check other reviews and video stability in 1080p is good and 8mp ultratwide is decent as well . Still the camera is not the best out there again I am saying this because others are offering better but OnePlus managed to give decent thingsBattery -  Rating 9: on 90hz refresh rate with 40 percent brightness and dark mode excluding gaming it gives 7 hrs of sot from 99 to 89 on wifi network and then 89 to 59 on jio network and rest remaining on wifi . So battery for normal tasks can last more than 1.5 day . Charging takes about 30 minutes to charge from 10 percent to 99 which is pretty fastSpeakers -  6: pathetic only single speaker and quality is moderate5g bands - 8 bands so it' is futuristicCall quality - Rating 10 :  it's amazing pretty loud and none of the parties ever complained about my voice that is getting mumbledSo to conclude you can buy this one if you only care for OnePlus and you want to try OnePlus for the first time . I was even getting mi 11 lite ne 5g at same price but rejected it due to miui . So for normal users and those who want a stable software without any ads or notification or bloatwares its good",  26 February 2022
136,4,Battery back up is less than 12 hours,"Those who use internet, frequently don't go for this product. Battery backup  only comes for 10 to 12 hrs.",  25 October 2022
137,4,Nice product,Must buy premium phone of OnePlus if you can afford not the cheaper one. It is good to use brand power in lower price.,  23 October 2022
138,4,Night me selfy photo achi nhi h,,  29 October 2022
139,4,Good one,Every thing is good,  23 October 2022
140,4,1+ is brand u can trust.,"Sometimes Speaker activated during call, or sometime video call activated otherwise phone is very good",25 October 2022
141,4,Nice mobile 📱,Nice mobile 📱,24 October 2022
142,4,It's only a Budget deal with OnePlus. Everything is superb,"Camera Quality was superb, Phone Running very Smoothly & overally processer was too good u can buy it without any hesitation. But it don't feel like a OnePlus. It's only a Budget phone under 20k",17 October 2022
143,4,Excellent,Very nice mobile,22 October 2022
144,4,Excellent,Good at price and reliable product,22 October 2022
145,4,Very good,I like it.,28 October 2022
146,4,Camera,Front camera is below average except of that everything is fabulous 😍 if brand value matters for you then go for it 👍,22 October 2022
147,4,Fit in Budget phone,"One plus is a well known brand to all, but the back camera is not as expected. Good price with cards offers. Overall as per my experience ,except back camera performance (3/5) it's a good choice for people looking for one plus experience under 20 k",17 October 2022
148,4,Best phone in budget,Best phone our budget,27 October 2022
149,4,Best Offer available,value for money,27 October 2022
150,4,Value for money,"Less than 20k inr good product with very nice features, display and configuration..",27 October 2022
151,4,Very good,Very good,25 October 2022
152,4,Amazing phone in this range👌👌👌👌,,26 October 2022
153,4,This phone is good,OnePlus is the good company this phone is batter for use mentioned following*Battery is good we cab use 24 hours normal use and 5 hours other like using fb YouTube*Camera fichar also little bit good*Finger print is also working properlyI want to suggest everyone use this phone once,21 October 2022
154,4,Very nice mobile and safe delivery,Very good product all are too good,23 October 2022
155,4,Excellent handset,Latest handset.Updated one. With all new features.Best in a .,21 October 2022
156,4,Nice product,This phone is awesome,22 October 2022
157,4,Good charging,Nice phone,28 October 2022
158,4,GOOD PHONE,All OK!,28 October 2022
159,4,Good,Battery life is good,25 October 2022
160,4,Nice phone,Nice,24 October 2022
161,4,"Decent mobile, display and oxygen OS i have liked very much.","Decent mobile, display and oxygen OS i have liked very much.",22 October 2022
162,4,Good budget phone,It has a premium look and good specs in budget phones. Better than MI. Good user interface.,18 October 2022
163,4,Good performing phone,It is a good to purchase product,24 October 2022
164,4,Good,Excellent,22 October 2022
165,4,Value for money mobile,"Good value for money product, but please don’t expect the same camera quality as premium models of one plus.",16 October 2022
166,4,Ekadam phaadu mobile hai le lo,Bahut achcha hai 17000 mein pura Paisa vasul Ho Gaya meri jaan 🤟,23 October 2022
167,4,Good phone,Nice,27 October 2022
168,4,Good,Battery life super. Camera and sound quality super.,28 October 2022
169,4,Not up to the mark,Good phone but it’s is slightly overpriced,21 October 2022
170,4,Nice,Nice,  29 October 2022
171,4,OnePlus,OnePlus,  26 October 2022
172,4,Good product,Smooth working,  23 October 2022
173,4,Good,Ok,  25 October 2022
174,5,Feels like an iPhone with Android,"Phone feels premium handheld and is pretty smooth to operate. Can be considered as iPhone with AndroidBattery life  8/10 (Easily lasts for more than 24 hrs with standard usage )Touch sensor 10/10Display 9/10Camera 9/10Front camera 8/10Charging 10/10 ( Gets fully charged in 20 mins.)Fingerprint lock : 8 /10Back cover : 9/10 ( an impressive cover with usb, Audio jack lids)",  7 November 2022
175,4,Good option for budget,Perfect ❤️,  23 October 2022
176,4,Good product..,I have use it for 2 week and did not find any issue so far..Worth to buy it.,  29 October 2022
177,5,It's brand value phone.,"Still, It's maintain itself brand name i.e. OnePlus.After 7 Days used, I am writing features about this OnePlus nord ce 2 5g.1.Value for money.2.Best camera front and rear both.3.I also like it's amoled display.4.It's also contains AOD features.5.Best display.6.It's feeling similarly iPhone.7. Lightweight i.e. onehandy.But battery is 4500 mah if battery is 5000mah so it's good. But I am happy with this charger that is 65 watt. it's full battery under 30 to 40 minutes.",  30 October 2022
178,4,One Plus Nord Ce2 lite,It's really good phone in this price segment. The camera quality and the performance is so awesome.The phone interface looks like very comfort. Battery  backup is good.Conclusion: If anyone required a smart budget phone with brand value than you can go for it.,  9 October 2022
179,4,Very nice product thankyou Amazon but delivery verry slowly,Very nice product thankyou Amazon but delivery verry slowly,  22 October 2022
180,4,Review of nord ce 2 lite 5g,"Good phone one could go and purchase, it's good speed of oeprating, fingerprint is past, camera i can the earlier redmi 7 pro was best but this device has good outdoor day photos night camera i'm not satisfied ..battery life is quite not high as expected ...u can with this phone at chepest cost u'll getting 1+ brand phone",01 October 2022
181,4,Good,Overall good 👍,17 October 2022
182,4,Nice product,Camera quality is ok.Fingerprint is reader is little slow.Battery life will be known after a full day use.,17 October 2022
183,4,Good phone,"Phone is good except camera quality, although not too bad camera but still not the best. Rest all things are excellent. Phone is light weight, smooth performance, fingerprint sensor, face lock works excellent, quick charging with 65W charger, never hang. Performance is excellent.",12 October 2022
184,4,Looking wise good,Good experience,24 October 2022
185,4,Nice product,Nice,25 October 2022
186,4,Nice phone,Not satisfied with camera quality but phone is good,18 October 2022
187,4,Better than MI phones,"I ordered this phone when I replaced my Samsung M series. Chise this over MI note 11 pro or some other models in 20K range.1. This phone is entry level in oneplus and gives you better phone experience than MI phones2. Battery is best, charging is also super fast3. Ultra light weight, very easy to carry and watch movies during travels4. Camera is okay! Could have better. Day time photos are best but night time are below average qualityOverall worth in 20k if you want premium brand!",26 September 2022
188,4,Features are good,Camera quality not upto the mark.,18 October 2022
189,4,Very Nice,It's very nice phone in this amount,20 October 2022
190,4,Good,Good,  27 October 2022
191,4,Incoming ring tone is horribly low,"Self use, general practice.",  21 October 2022
192,4,Cost effective,Cheap product as compared to market and other brands product,  18 October 2022
193,4,Camera,Now I use mobile last 10 it working good all future are good camera result also good it. This price rang worth it,  16 October 2022
194,4,Good,Good according to price,  18 October 2022
195,4,Overall phone is good. Camera night mode is average,Camera night time photoes are not good,  14 October 2022
196,4,Average,"Call recieving speaker is not up to the mark, very noisy.",  21 October 2022
197,4,Quite good,Good piece,  24 October 2022
198,4,nice,super i like one plus 8 pro,  19 October 2022
199,4,Nice product,"Good Looking ,easy operation",  15 October 2022
200,4,Very good product.,"The media could not be loaded.
                



 I have never seen such a very useful mobile. Very good product. I love this phone 📱🥰😘",  3 November 2022
201,4,Good,Camera 📷 not clarity,  23 October 2022
202,4,Except some lagging in between,I like the product at this price range. It lags sometimes. Not recommeded for heavy users. Very good battery backup. It lasts more than a day.,  13 October 2022
203,4,good phone this rang,good product,  20 October 2022
204,4,Good luck,Good 👍,  20 October 2022
205,4,Best mobile phone,Overall good,  16 October 2022
206,4,camera,good but camera is not good,  18 October 2022
207,4,"Mobile is good, expecting more offer","I like mobile features, and expecting more offer",  13 October 2022
208,4,Running smoothly,New purchasing  running smootly after one  month use give final touch review,  14 October 2022
209,4,Good,Good,  17 October 2022
210,4,Super,Very nice phone,14 October 2022
211,4,Everything is good except camera,Everything is good except camera,12 October 2022
212,4,Battery 🔋,Mobile is perfect but bettery backup is not good,09 October 2022
213,4,Good for the price,"Got the delivery in time and legit products without any damage, the phone is good as compared to others in the same price range.",11 October 2022
214,4,well,well,16 October 2022
215,4,Nice look and best price,Good,14 October 2022
216,4,Nice Phone,Product is 🙂🙂🙂,17 October 2022
217,4,Nice,Likely,19 October 2022
218,4,Nice,Nice pic of,19 October 2022
219,4,Overall ok but don't have memory expantd and dual sim have to choose one dual sim or memory card,Don't have both option of memory card and sim slot only have to insert sim or memory card,16 October 2022
220,4,Bakwas,Battery backup very bad 😡😡,16 October 2022
221,4,Awesome phone 📱,Beautiful phone with lovely touch and awesome performance.Touch is awesome .camera outstanding. Very handy handset with light weighted.overall  performance is outstanding,13 October 2022
222,4,Good product,Nice product,13 October 2022
223,4,Good phone,Like performance but hate camera cutout at left,14 October 2022
224,4,Very nice,Nice after uses a month,17 October 2022
225,4,Nord is good,Nord is good phone I got this phone in offer.I like it.I switch from mi note10 pro MaxI like miui experience is more better and more better camera quality.Overall 8/10,13 October 2022
226,4,Satisfaction in 19 k is good 👍,As per 19 k price .Product is good .,13 October 2022
227,4,Nice one 👍,Nice,27 October 2022
228,4,Accessories missing,Sim ejector & screen guard not received within the pack,11 October 2022
229,4,Camera and Battery life Sucks!!!Overall mobile is good,Camera and Battery life Sucks!!!Overall mobile is good,12 October 2022
230,4,But I did not receive the handsfree,Good,  14 October 2022
231,4,Battery backup problem,Battery backup problem,  10 October 2022
232,4,Nice phone in this price range.,Best phone in this price range with good camera quality and the performance but need to upgrade the battery.,  14 October 2022
233,4,Nice product,"The media could not be loaded.
                



 Nice mobile",  12 November 2022
234,4,Nice product,Camera and display quality is good,  9 October 2022
235,4,Never Settle ❤️,Such an amazing weapon I got from Amazon & special thanks to 1+🖤,  13 October 2022
236,4,Camera is not much,The media could not be loaded.,  10 November 2022
237,4,Totally good,"Storage and cam also very good, nice features, iam statisfid,But delivery person is very bad,late delivery, he talking too much, please second time do not send him again",  20 October 2022
238,4,Average smartphone,"Pros -display,one plus branding,looksAverage -camera , performance, buildCons-battery",  11 October 2022
239,5,Nice product,Oneplus to OnePlus ki quality dega.( As per performance)1.Processing Speed achi h. ..2.comera quality is good but not as I expected.3. Gaming achi or smooth h lag ni h pr screen recording me leg h toda or quality jyda achi nahi deta pr frame drop ni h.4.Battery life (with 2 hour gaming) subha se sham tak or (without gaming ek din se jyda)5. Looks good and feels comfortable but realme 9 Pro ke jesa hi lgta h phone. Bss Deference performance ka h.6. Feels like a brand because it's really a good brand.,  23 October 2022
240,4,One plus nord ce 2 5g decent mobile in this range,Camera quality not much betterBattery life is decentSensor is better,  23 October 2022
241,4,Average phone.. not very influential,"Edited after one week.Drawbacks : 1. In-display fingerint is slow as compared to my previous vivo z1x phone.2. Apps crashing some times.3. Sometimes feeling touch issues.4*. Ghost touch experienced on top status bar.5. apps don't remain in background after sometimes , if you open they start again before beginning with fresh start. It is not acceptable with ""mutitasking smartphones"".Good At: 1. Flawless with screen 90hz refresh rate.2. Camera quality is good.3. Light and sleak phone. Feels premium in handNot a recommended buy.",  27 September 2022
242,4,Nice.,"The media could not be loaded.
                



 Camera.64mp.nice",  30 October 2022
243,4,फोन ठीक-ठाक है,फोन तो अच्छा चलता हैलेकिन बैटरी थोड़ा कम चलता हैमिलाजुला के पैसा,  14 October 2022
244,4,Iam very upset,Everything is Allright about the mobile but after buying the phone exactly on the 4th day in my hands automatically mobile goes blank and not turned on till nowNobody has reached to collect the phone till now,  7 October 2022
245,4,Ok,"The media could not be loaded.
                



 Ok",  9 November 2022
246,4,Ok,"The media could not be loaded.
                



 Ok",  9 November 2022
