,Rating,Title,Review,Review_Date
3380,5,Affordable price,Product is good and affordable,  27 August 2022
3381,5,Best mobile phone in this price,"Hi everyone, please buy one plus phone. This phone available in Amazon with exchange offers at cheapest price. Camera quality is supeb and all features are good and superior quality.",  30 July 2022
3382,4,Nice phone,Best camera,  30 May 2022
3383,4,"Heating issue, finger print not working...go with another model instead of this...","Purchased in Apr month... Heating issue, finger print not working...go with another model instead of this...",  11 May 2022
3384,4,Good mobile but need some software bug fixes,Light weight and back side design is good and gives premium feeling ...but quality is little less ...Touch wise ...screen colors...charging is good... memory card support with dual sim...rest all are good ...Camera needs little improvementAnd some apps having issues which to be fixed,  24 March 2022
3385,2,Worst Oneplus,"I hate its fingerprint sensor, I have to touch god knows how many time for it to unlock it. Its front camera is so cheap, I previously thought its sony camera so must be nice but to my surprise oppo vivo cameras are better in lower range. When i try to smoothen the face or sharpen it, it automatically applies lipstick on me, for gods sake I don’t want it and there is no option to remove it as well. 🤬 Lastly, the battery is not anything extraordinary. Its ok. And I almost forgot, having 8gb ram also it keeps on lagging and crashing. This phone is a waste of money.",  15 September 2022
3386,5,Good,Good for primium phone range,  27 August 2022
3387,5,Good product,Best quality,  27 August 2022
3388,4,happy,happy,  2 June 2022
3389,4,Good phone in 20k range,,  1 June 2022
3390,4,Nice mobile,Nice,02 June 2022
3391,2,Not as expected,Don't expect too much. Phones stucks some times especially while receiving a phone call.,04 November 2022
3392,5,इस मोबाइल का आवाज चला गया है बहुत धीमा आवाज हो गया है कुछ उपाय हो तो बताओ,मोबाइल पसंद है सब ठीक-ठाक चल रहा है अचानक इसकी  आवाज़ धीमी हो गया,19 August 2022
3393,3,Camera could be more better,Just camera quality is what I am not satisfied specially when it's night. It is so poor at night time,14 July 2022
3394,4,Slomo phone..,Camera pixels are average.,26 May 2022
3395,5,Excellent phone superb,Amoled display,28 August 2022
3396,5,Very good camera quality,Nice,01 September 2022
3397,5,Awesome phone 📱,I like battery charging in only 15 min feature most. Camera is also nice,14 August 2022
3398,4,All-rounder!,The media could not be loaded.,01 June 2022
3399,3,Camera is bad,Overall a decent phone. The camera quality is so bad. This is not Oneplus standard.,20 July 2022
3400,2,Bad product. Has heating issues,"I have ordered this item after doing lot of research for a good phone within my 25k budget. I am not so camera enthusiastic, gaming and chatting person and needed some good phone within my budget meeting my basic expecations like good battery backup, latest Android OS, touch, UI, screen size, weight, call recording options etc..And I have heard lot of good impressions on the OnePlus phones from past.But I am very disappointed by ordering this item as it had some heating issues. The phone heats so fast while charging and using it for continoisly 15-20 mins. I had to return this item after calling customer care and inspecting the phone by installing mInspect app as they found some problem with charging. If you are fine with heating issues then go ahead buying this product .As I am not so camera enthusiastic person I could not judge much on the camera front. But could take some decent pictures with good image clarity. Also could not check much on the battery as it had heating issues.But touch sensitivity is all good and a good phone which meets your basic expectation within 25k.One plus could have given more focus on resolving the heating issues for this type of flagship phone. And its light weight phone (173 gm) which is easy to carry and handle. Screen size (6.43 inches) is also standard which is enough for viewing videos and chatting. Overall if you are fine with heating issues then its a good option within 25k budget.",  28 May 2022
3401,5,Very Nice handset,"Only phone is little heavy, otherwise it is a perfect handset, camera quality is awesome, battery last for more than 24 hours normal usage..if screen size was little less it would have been an an amazing thing",  17 July 2022
3402,5,Good phone,It is a good phone with a reasonable price,  22 August 2022
3403,4,Good,Good mobile,  28 May 2022
3404,5,Very good,Best quality,  28 August 2022
3405,4,It is okay for this price.. but in market other options are available..,It is good,  29 May 2022
3406,5,Best phone in 20k,"1 month of use, all ok, best phone, great battery give all most 1 day full use, best camera, best processor, no problem at all in any way,",  27 July 2022
3407,5,Bhai bhut mast product hai very good,Osm colity,  27 August 2022
3408,5,Amazing and smooth phone.,"Nice camera quality, HD display and battery life is also good.",  17 August 2022
3409,5,amazing product,"the battery works for 2 days .camera quality is amazing,speedy charging,looks good and lightweight",  15 August 2022
3410,4,A balanced phone with required features,Camera quality is decent but not wowScreen color resolution is decent but not greatI think its a very balanced phone under 25k and dont compare it with the onplus upper segment series,14 April 2022
3411,5,Best phone,Before i had a phone which was more pricey than this but the features which this phone has is awasome no complaints at all when i m getting the best phone in this cool budget why to go costly one who dont even have good camera nor battery life this phone gives me minimum 2 days battery life plus in 1hour phone get charged to 100%,14 June 2022
3412,3,Battery not running whole day..,On type screen is bubble type showing..need relpace handset,22 July 2022
3413,4,Nice,Nice,31 May 2022
3414,5,I liked its camera and its advanced  features aswell,"I liked this mobile its very good in all features like battery  life  ,camera, sensors  etc.....",07 August 2022
3415,3,Only on paper specifications,Just in a week phone started lagging. Its not worth it . Price isn't justified.Camera quality is low. Battery works for 5-6 hours,11 July 2022
3416,5,Good phone,"Good phone with decent battery life and camera. Used it for months now and haven't faced any issues so far. No lags, no heating problems. Would recommend for sure",27 July 2022
3417,4,Overall Good package,"After 2 days of use, Mobile phone is very good.Amazon delivered in two days for prime members.Camera is very good, I've attached two photos one from front and second from back. Night mode is also decent.Fingerprint scanner is fast and good.Battery life is very good in this range. Charger is blazing fast.",09 March 2022
3418,5,Nice phone,"Nice phone, speed and touch of this phone so nice, camera quality is good. I am happy with this phone and my right decision to bought this.",31 July 2022
3419,5,Good,Good,28 August 2022
3420,4,Almost better in this price.,"I like this phone for the light weight and looks perfect in hand ,finger print reader is good but battery and camera is not like that i expected.",24 April 2022
3421,4,Awesome 👍,Awesome 👍😎,29 May 2022
3422,4,"First time OnePlus user, overall impressed!!","I'm a first time OnePlus user, bought this phone via exchange ,  Camera quality is decent, in-hand feel of this device is mind-blowing, it's so slim nd sleek , you're able to use phone just via one hand, you'll love it. I don't play games, so the performance is so far impressive !!",12 March 2022
3423,5,"Some apps like Paytm is not installing, rest it's looks okay",Some apps like Paytm is not installing,24 August 2022
3424,4,Great,"Amazing mobile, nice to buy",25 May 2022
3425,3,Amazing product,"The media could not be loaded.
                



 Always good",01 August 2022
3426,5,It's ok,One plus in this price ok,24 August 2022
3427,2,Worst,The phone stopped working after 10 min. Speaker didn't work. Nit sure it is quality or phone,01 November 2022
3428,4,👌👌👌,,28 May 2022
3429,4,Average phone not as oneplus,"For those who are moving from one plus 6, 6t,7 ,Please don't move into this Nord series the experience is not as great as the previous flagships, it seems like it's an oppo phone not one plus. If you wana have a great one plus kind experience move into one plus 9 series",13 March 2022
3430,4,Good 👍 this range,Camera quality is poor,  26 May 2022
3431,4,Nice product 😊,Like it,  27 May 2022
3432,5,Value for money.,"Light weight,User friendly operations.Good Product.",  25 August 2022
3433,4,Don't waste your money,"2 days review , only issue is camera the camera quality like 5mp first and back both not satisfied  , this budget go on another mobiles don't buy ..",  15 April 2022
3434,5,Good se upar excellent,Excellent,  28 August 2022
3435,4,Good one in budget of 25000,But the Nord 2 ce lite with same features is 3000 rs less in price. I don't know why.,  7 May 2022
3436,4,Best phone in this segment,Best phone in this segment,  27 May 2022
3437,5,Excellent,Excellent,  28 August 2022
3438,4,Phone is good but battery quality verry bad,Phone others quality is good. ButBattery quality verry verry bad.One time Full charge battery life 6 to 7 hours  .One day two times charge this phone,  21 April 2022
3439,5,Good phone,"Pros1. Very beautiful phone, handy2. Slim and lightweight3. Very smooth scrolling4. 65W fast charger 10% to 100% within 30 to 35min5. Good processor no lag till now after using one week6. Gaming is also very good7. Outdoor photos are very nice in wide angle8. Battery backup it will last up to one day9. Speaker sound is good.10. Calling sound is very clear no noise11. There were not so many app pre installed like in realme,vivo ,oppo, redmi.12. Price range is good13. Overall goodCons.1. Android 11 not 12 realme 9 pro launched with 122. Updation will go up to Android 13 only3. Indoor photos are not best4. 4k recording but not in 60fps5. No slider6. No dual speaker7. 65w supervooc charger not Wrap charger8. It says OxgenOs but looks like ColorOs",  27 February 2022
3440,3,Box में ऑनली फोन था और कुछ नहीं,कस्टमर को बेवकूफ बनाया जा रहा है अमेजॉन के द्वारा,  19 July 2022
3441,3,Always better To buy Electronic item from sjop directly. After checking all the features,Phone is not as per my expectation battery life is not that good if it is 100% in the morning 6 and If I use 50 % in a day till evening 6 this became 5% max and frint camera is not good it is little blur don't know the reason If anyone want to buy go to shop only I bought this on urgency because I was not able to step outside for my quratine but always prefer buying ohone from shop directly for better result.,  18 May 2022
3442,3,It's not one plus...bt oppo upgraded,Good battery life .... And other is comparable to oppo or Vivo...Camera is bad,  16 July 2022
3443,5,Over all Pretty under price,"Camera is average but not as one plus, battery can run more than 1 day with internet uses, here a side finger print on power button that is okay it's good working, facelock is also good because front camera is almost good, one issue that is either you can use one sim card or one memory card either only 2 sim card, means no dual sim with memory, but over all under 20000 ab kya chahiye yaar it's a good phone",  2 June 2022
3444,4,Camera quality is not good.. poor quality even though it is 64 MP but still poor,Poor camera,  30 May 2022
3445,4,Front camera is not good pixel,,  28 May 2022
3446,2,Mobile does not have any replace or return policy.,"We have initiated return process with in 2 days, but no one come to replace or return the item .also not solve our issue. Mobile is not worth for 24999. Customer care is also not responding.Worst experience with amzon and OnePlus.",  9 October 2022
3447,4,Good camera,"Price is a bit on higher side when comparing with other brands, but overall a good phone.",  10 May 2022
3448,5,Awsome,Awsome,  28 August 2022
3449,4,Best in the market love it,Overall good phone,  27 May 2022
3450,2,Performance,Phone performance is very poor.,13 November 2022
3451,4,"IN THIS MOBILE THERE IS NO CLOCK STYLE CHANGE OPTION,  OTHERWISE ALL GOOD ONE","The media could not be loaded.
                



 I like mobile camera is good,battery charging time take 0 to 100%, around 1 hours:10min,battery back up 7-8 hours only",07 May 2022
3452,4,All Well except battery life,"Everything is superb except the battery. Camera, sound, processing speed etc are fantastic.",11 May 2022
3453,5,Nice 👍,Nice,28 August 2022
3454,4,Worth for money,The media could not be loaded.,30 May 2022
3455,4,Overall good performance,Nice,28 May 2022
3456,5,just go for it. Amazon giving good exchange offer. worth of every penny. Thank you very much Amazon.,just go for it. Amazon giving good exchange offer. worth of every penny. Thank you very much Amazon.,11 August 2022
3457,2,Avg mobile,"Using its brand value, one plus is doing cheap business.. it is just 12-13k mobile. Not more than that..I strongly refer IQOO mobile if you want to buy at 18-20k rangeIf 27-28k we can choose Google pixel 6a which is good .. totally disappointed 😞",06 October 2022
3458,4,Good,Nice,26 May 2022
3459,5,Good,Good,27 August 2022
3460,4,marvelous,marvelous,  30 May 2022
3461,4,Battery life is not good. camera quality poor.and phone process very slow..,Ok,  26 May 2022
3462,3,Very nice products,Nice products,  30 July 2022
3463,3,Average phone,Rear camera is not up to the standard.And phone is working really smooth that's good,  14 July 2022
3464,4,Good,like,  26 May 2022
3465,2,its not good,its not good camera quality fully waste its comeing camera dark like jio small phone its not good phone really .its other facility also medium ..,  21 October 2022
3466,4,good,good,  8 June 2022
3467,4,"Overall  photo is good , price is high , camera  average",,  27 May 2022
3468,5,Good,Good product,  26 August 2022
3469,3,Mobile fingerprint and hanging and heating problem,"Finger print reader is not good work, and battery performance also not good some cemera performance good but not completed good for value of money. So I am not happy this mobile hand set.",  3 July 2022
3470,5,Super,Super,  27 August 2022
3471,5,"Good product, without any issues",Used it for a month no issues,  19 August 2022
3472,5,Its One Plus,"Seriously, I cannot have enough of this phone. Very good featutes.",  14 August 2022
3473,4,More than expected,Display more than expected  ...battery life and charging working well but over priced,  12 May 2022
3474,5,Good,Camera is a very good,  24 August 2022
3475,5,"Satisfied with the product, met the expectations",Loved everything about the phone...,  25 August 2022
3476,3,It's a better smartphone but not very good.,"The media could not be loaded.
                



 Fingerprint reader is quick,Battery 🔋 life is good 👍,Camera quality not so good but a decent camera quality provide,Phone come with Media tec processor not snapdragon processor,Display is good 👍 and 90Hz vs AMOLED make smoothly but in this price segment other brands give 120Hz vs AMOLED and Samsungprovides (SAMOLED) display,Phone look good 👍,5g phone but in india 5g network provide only 8 band,Phone is lite weight and thin.No any IP ratting,Phone Charging speed is fast with 65W Oneplus charger,Reverse charge technology is also good in this Phone,All over good smartphone but in this segment much more good quality product you can take.",  3 May 2022
3477,4,Good 👍👍👍,Good cemera,  26 May 2022
3478,4,OnePlus family,"It's just a phone,That's all.Nothing more nothing less.I think nord series is an adopted child by OnePlus. It has no traditional features of OnePlus family",  12 April 2022
3479,4,Value for money,Ordered this mobile with great enthusiasm and it dint let me down the expectations. Overall mobile is good. performance is awesome. Value to money. Only concern is they told it will charge completely in 15mins but it's not the case it takes a bit more than that. Other than that no other concerns about this product.,  25 February 2022
3480,4,Very good,Very good,  25 May 2022
3481,3,Battery not good,Not bad only battery problem,  26 July 2022
3482,5,Nice,Overall nice phone,  26 August 2022
3483,4,Good good mobile in this budget,Very good mobile in this budget but fingerprint is slow. Camera quality is good.some heating problem,  7 May 2022
3484,4,Very good product,The media could not be loaded.,  27 May 2022
3485,5,good,camera pictures quality is good.,  24 August 2022
3486,5,Calls communication is completed but not phone off,Calls communication is completed but not phone off,  21 August 2022
3487,2,Battery is not proper working,Battery is not proper working,  9 November 2022
3488,5,good,,  26 August 2022
3489,5,Best 👍 phone,Ausome phone,  26 August 2022
3490,5,Good for the price,Good for the price,  24 August 2022
3491,5,Camera not satisfied,Camera too poor,  25 August 2022
3492,5,Excellent,Excellent,  27 August 2022
3493,4,Charging is fast,Nice product,  25 May 2022
3494,4,Size parfect,I like phone,  24 May 2022
3495,5,Best phone in this price brand 1 plus,Best quality best touch brand 1 plus,  18 August 2022
3496,4,Should work on battery life. Takes 15 mins to get fully charged thats okay but draining🤦,Battery life,  27 May 2022
3497,5,Amazing 🤩,Good 👍,  26 August 2022
3498,4,Camera quality could be better.,Camera quality could be better.,  23 May 2022
3499,5,Looks & feel as well as the performance of this phone is very good.,"The performance of the phone is very good. It's been two weeks now and haven't seen any issues. Cameras are really good and nice pictures. Battery capacity could have been better with more mah (say 5000 mah and above), but the fast charging is just amazing. About 20 minutes, the battery is completely charged. Look and feel of the phone is nice. OnePlus phones are always charged at a premium price, but I feel the cost can be reduced.",  26 May 2022
3500,5,Nice phone,Glad to get that amazing product from Amazon,21 August 2022
3501,5,Good quality,Goo,28 August 2022
3502,5,camera is very good,back camera design should be modified like iphone,18 August 2022
3503,5,I'm loving it,I love it. Although I'm being told that camera could have been more better for this price range. But it's ok for me.,31 July 2022
3504,4,Great phone.,Phone is work smooth compare to other phone.,18 May 2022
3505,5,Awesome ❤️,Great smartphone ❤️,25 August 2022
3506,5,Phone is very good in this budget.,Nice,27 August 2022
3507,4,Review,Good to use,24 May 2022
3508,3,West,Phone West of mony,26 July 2022
3509,5,Good,Good,27 August 2022
3510,3,Ok,All over ok,26 July 2022
3511,4,Awesome phone,Nice phone,30 May 2022
3512,5,Good for price,Writing after a month of usage. Overall all features are good and nothing negative to write about. Battery lasts a day with average use. Does not hang or slow with multiple apps open.camera is decent . Overall a nice phone for the price,10 July 2022
3513,5,Nice mobile,Very nice mobile with excellent battery backup and camera quality,14 August 2022
3514,4,Very good mobile for this price i am very happy with this mobile,Excellent camera with good looks.previously i used Samsung (25000rs).Now I am very happy with this mobile.only draw back is battery life.it should be 5000mah instead of 4500mah.full chargung with 60w charger will take 45 minutes from 0 to 100,28 March 2022
3515,4,Best mobile,,24 May 2022
3516,5,Flagship phone under 25K 😍,"Everything is good on this phone 😊😍In hand feel is Awesome, Premium looks !!!Fingerprint sensor(3/5) is Very Good. But if you use Tempered glass you will feel a nanosecond lag.AMOLED display(5/5) is amazing and auto-brightness is working fine.Charging(5/5) is just to the next level, 100% charge in 20-25 minutes.Speaker(4/5) is Good, but dual Dolby speakers could be given at this prize.Processor is great, Oxygen OS is running smoothly with android 11 but 12 is needed.Camera is good but could be better at this price.WhatsApp is taking too much storage because it is storing the images and videos in their maximum quality which is not required. In my previous phone, the images were stored in 100-400 kb, but one plus is taking 1.4 - 2 MB for a single image which is toooo much.",06 March 2022
3517,4,Value for money,"In this price this phone is good choice. The camera needed little more upgrade but in this price it's good. Everything is smooth and slick. The photos and battery life is good. Nice fast charging, full charge in 20 min to 30 min.",22 March 2022
3518,5,Super Camera Phone,Very good camera and battery backup,21 August 2022
3519,5,Awesome,Best phone under 20000,24 August 2022
3520,5,Really a good phone,"Overall phone is good,but need more baterry life.",17 August 2022
3521,5,It's very good product,Battery uses,25 August 2022
3522,4,Balanced phone,It is a balanced phone overall but in this price range there are better options than this it is a handy balanced phone with oneplus branding that makes it special. I suggest to buy it in sale or offer.Comparing to options this is not best in the segment.,11 March 2022
3523,5,Great buy,Great product,26 August 2022
3524,3,Battery capacity very poor,Battery Backup quality so poor,25 July 2022
3525,4,Wonderful,The media could not be loaded.,04 June 2022
3526,4,It's a good mobile phone in this range.,All are good,22 May 2022
3527,5,"Awesome... Weight less, fast charging, speed...",I have been using from last one month... Within 30 minutes it's getting battery full... Fast refreshing... I have restored all backups from old phone there's no any hang...  Working very well..,16 July 2022
3528,5,Good phone,best looking phone ever for the price .The quality they maintainedis good .We can extend ram up to 3GB.Pros:1)Looks attractive2)30W fast charging support3) video recording is amazing with best EIS available in the market.4)oneplus nord 2 CE comes with super AMOLED display with maximum of 700 nits brigthness5)Oxygen OS provides the soothing experience for daily usageCons:1)it provides 90 hz refresh rate but 120hz would have been better for the price bracket2)Speakers are not loud3)comes with Lpddr4X ram and ufs 2.2 which makes phone too slow4)No IP ratring provided5)No wireless charging support6) low light photography is too cheapRating:Performance &features : 7/10Display : 6/10Network :8/10Battery backup : 8/10Camera : 5/10Speaker : 7/10Value for money : 7/10,14 March 2022
3529,4,Good phone at this price range,It’s a good phone in this price range.I am personally not surprised by the UI as I was using POCO X3 earlier…Display could’ve been better.AMOLED from samsung is much superior.Dolby Sound is missing.,01 April 2022
3530,5,One Plus for all,Evrything is great.,  26 August 2022
3531,5,Awsome,,  25 August 2022
3532,4,best phone for software experience and camera,camera quality is very poor . but if you need good software experience below 25K go for it. also phone is very compact and premium looking,  21 April 2022
3533,4,Heating issue 😱,"Overall good phone, But heating issue",  20 May 2022
3534,4,Battery power lower,Battery power increases,  22 May 2022
3535,5,1+ to everything,"Review on 1st dayThe phone is superb amazing with camera,sound,the famous ""Oxygen Os"" the first day didn't disappoint me although i will write agai after 15 days of usage but till now it's amazing .After 15days- The phone is amazing from top to bottom just that you don't compare cameras to another high price phone i felt the night shits were not that clear but it was bright and day time photos are very fine overall after 15days of continuous usage the phone is solid . Great 1+",  11 May 2022
3536,5,very nice phone best in it's segment thank Amazon for super fast delivery !!!,nothing,  26 August 2022
3537,4,"awesome phone camra is good, look v good, original charger all item good according to price","awesome phone camra is good, look v good, original charger all item good according to price",  5 May 2022
3538,4,Good,Good,  23 May 2022
3539,4,Good product,Nice,  27 May 2022
3540,5,Good phone,"Design & in-hand fells are looks premium & glosssy back fells glass but it's shiny plastic body! lite Weight phoneDISPLAY is Ok ok type not feels amoled & it's really smooth 90hz If u watching in full screen Cricket aur any videos side banners are Cuts 👎 really hate thisBATTERY will be easily 1 days Battery backup in full charge & fast charging is best 0-100 in 37min that's greatCAMERA is good no complanesPERFORMANCE is Good u full enjoy any type of games & no lagMISSING some extra features OP alert slider , glass Back , sterio speakers, 120hz refresh rate",  11 April 2022
3541,5,good product,oneplus kya dekna he bhai,  23 August 2022
3542,4,Best for value,Nice Phone,  26 May 2022
3543,4,Good product,,  22 May 2022
3544,5,Well it's first day Nd no complains and goes with me a long way,Wellwhat I like is every thing as the earlier one that I was been using was samsung and was used for 7 plus years so any company phone with latest version looks and feels and operates great 😊,  10 July 2022
3545,3,Medium,Worst,  25 July 2022
3546,5,In one word...On time delivery....aweosme product...❤️,In one word...On time delivery....aweosme product...❤️,  18 August 2022
3547,5,Good,Good,  26 August 2022
3548,4,Over all good,Good,  23 May 2022
3549,5,Good phone for mid range phones with few defects,"The camera quality is awesome. But it has a major defect, the phone goes on mute by default while talking on the phone, since the sensor is very close to the dial.",  23 July 2022
3550,4,Nice,Like,  28 May 2022
3551,4,Little bit overprice otherwise great phone,"Nice looking phone, with great display,but camera is not OnePlus brand quality, overall good smart phone, I think it's little overprice of you get it under 20000 than its a killer deal",  3 April 2022
3552,5,Best under 20k,👌🏽,  25 August 2022
3553,5,Superb phone!!!,"I am using this phone for over 3 moths now  and it is working perfectly. Camera quality is fine specially night photography. Only thing I wish if they could give a 6k mah battery, right now it is a 4500 mah. The 65W charger is an advantage as it charges from 15 to 100% in 35-40 mins. So if you are in hurry a 15-20 mins charge will do.",  4 June 2022
3554,2,Battery very low,"Battery very low, battery down to fast",  4 November 2022
3555,4,No more fast charging,"Phone is overall good, but it has stopped fast charging after one month usage.. earlier it used to take 15-20 min for full charge.. but now it takes more than 40 min for a full charge..",  1 April 2022
3556,3,Not ok,Poor quality,  25 July 2022
3557,5,Very good Phone,Superb quantity of is phone,  19 August 2022
3558,3,Poor camera not actual colour,,  24 July 2022
3559,5,It's ok,Ok,  25 August 2022
3560,5,Outstanding Product.,Outstanding Product.,  27 August 2022
3561,5,Shabib Answer,Goo,  25 August 2022
3562,5,Good,The phone is very much good this camera is also good you can enjoy at this rate a latest and hitech phone,  7 August 2022
3563,5,Best 😍,One plus is ❤️ my 3rd 1+ after 1+3 ..Great specification mobile fone and with good budget,  15 August 2022
3564,4,Excellent lower midrange smartphone,"Excellent lower midrange smartphone with nice look and appropriate performance. Ordered for my colleague, he loves it.",  8 May 2022
3565,4,Overall good performance at this cost value for money,I feel the quality of the phone is very good and my expectations are met. I am not a gamer but my requirements of having good fast performing phone for my day today needs. Decent camera and specs they have tried to match the performance. Overall happy.,  13 March 2022
3566,5,Better,Overall phone good but there is some features not available.E.g. 1. There is no automatic call recorder function.2. FM 📻 not in this phone.3. There is no option how to play music which store in my memory.,  7 July 2022
3567,5,Beast,Charging time is like beast overall worth it but more will provided by 1 plus so it's more gud  for us,  30 July 2022
3568,3,Don't buy this mobile,Fast charging and battery backup are good.But Camera and touch aren't better quality.,  16 July 2022
3569,5,Very nice phone whit smart design.,Everything is good.battery life is short other wise good phone at this range,  9 August 2022
3570,5,Good,Good at this price,  25 August 2022
3571,3,Not worthy at such a high price,"The Phone is definatly good, but price is a bit high. no doubt its oneplus, and oneplus give a robust hardware which can run upto 3-4 years without any problem.My Criteria -5G - no need till 2023, let 5G network launch first.Charging/battery - 65w charger, best in segment.Proccessor - Mediatek, better if it was Snapdragon. (I compromise)Screen - Amoled.Camera - Not good (feels like I got scam)Features -Camera - camera is not good, it produce whitish pictures, Oneplus please update the software.Battery - Good, with fast chargingDesign - Its very handy phone with standard size.Processor - Its mediatek , better if it was snapdragonOverall - Camera is not good, may be in next software update camera will be fine.you can find better options in market. refer to the criteria above and make your decision.",  7 March 2022
3572,5,Excellent phone fast speed,"Excellent phone, excellent camera, extremely fast charging, fast speed",  15 August 2022
3573,4,Color is different,Mobile Color as shown in picture is different from original color,  11 May 2022
3574,5,Superb quality NYC phone,Thankyo Amazon nice product delivery,  22 August 2022
3575,4,Mid range standard phone,,  25 May 2022
3576,3,Battery not best backup,"The media could not be loaded.
                



 Product average",  27 July 2022
3577,2,No for purchase of value of money,Hooooooooo,  12 November 2022
3578,3,worst Proximity sensor.,"the proximity sensor is the worst. when I'm on a call the screen keeps turning on and off sometimes my cheeks hit some speaker or mute button.Really frustrating and no workaround is provided.fingerprint on the side activates when trying to hold the phone when walking.Descent phone for the price, but could have been better,",  11 June 2022
3579,5,Excellent product,Very good product for reasonable price,  21 August 2022
3580,4,Nice,Nice,  24 May 2022
3581,5,Very nice,Very good,  24 August 2022
3582,5,Ok,Ok,  25 August 2022
3583,3,Ok,Phone is ok but i have noticed so many problems major problem heating,  16 July 2022
3584,5,Price,"Built Quality Suprbbbb,  Everything is good 👍👍👍👍.  Only one Reason to BUY Alexa in-built, and Price..",  3 August 2022
3585,4,Good,Very good phone 👍👍 I'm very happy ❤️,  15 May 2022
3586,2,One plus brand and all features is good,Like,  11 November 2022
3587,2,Below average phone,Stuck many times while using. In this price range very bad performance. Will not recommended for anyone.,  23 October 2022
3588,5,All rounder,Good camera,  25 August 2022
3589,4,Value for money,Good phone,  23 May 2022
3590,5,Awesome,Better,25 August 2022
3591,5,Good,Good,25 August 2022
3592,5,Processor Speed excellent 👍,"Superb mobile. Speed with mediatek dimensity chip is excellent, camera quality is good, feel richer with this mobile, and finally it's a brand hence no confusion to buy this product.Thanks to Amazon.",15 July 2022
3593,2,Not worth the price,Camera=💩,11 November 2022
3594,4,Nice,Nice,26 May 2022
3595,4,Amazing slow process camera quality low,Low quality camera,22 May 2022
3596,5,Excellent,Superb,26 August 2022
3597,5,Security,Nice,25 August 2022
3598,5,Nice looking,Pingarpent koncham sloga hondiPhone is good,16 August 2022
3599,5,Nice,Like,25 August 2022
3600,4,Good Battery Life but camera quality should be improve,1. Battery life is GOOD.2. Front camera should be better.3. Light weight & slim body.4. No heating issues so far.Overall a good buy for mid level budget.,  31 March 2022
3601,5,Not bad,Good but delivery is late,  22 August 2022
3602,2,Very nice 👌,,  9 November 2022
3603,5,Classic,Excellent phone in this budget,  18 August 2022
3604,5,Good work,Good product,  24 August 2022
3605,4,Good phone,Product is not so bad and not so good just ok okIt need some upgrage like camera and etcProcesser is also very slow as per the other brand in this price range,  3 April 2022
3606,5,"EMI options is useless, Credit Charge Full payment in single bill",Ok,  25 August 2022
3607,5,Best Budget phone,Worth Money,  24 August 2022
3608,5,Best phone,Best phone,  24 August 2022
3609,5,Very good package,Beatry back upp not working,  21 August 2022
3610,5,Best in this rate ...like i phone,Like i phone,24 August 2022
3611,5,Awsome phone,Awesome phone but previously i used iPhone so I do not like camera quality as per iPhone otherwise mobile is best.,30 July 2022
3612,4,Good,Good,24 May 2022
3613,5,Outstanding,"The media could not be loaded.
                



 Bahut hi umda phone hai....SuperbbOutstanding....Everything is fine with experience.",27 August 2022
3614,5,Phn mast h aur camera to faadu h,Camera mast....phn look mast....battery v mast....sab mast,16 August 2022
3615,5,Fast and impressive,"The phone boasts of a sleek and lightweight design, making it easy to grip the phone despite its length. The fingerprint reader is very quick and responsive. The camera fairs really well in brightly lit conditions. However, the camera does take a couple of seconds to process pictures taken in dim-lit conditions. The processor is extremely quick and doesn't lag while undergoing routine usage. Not much bloatware comes packaged with the phone. So that helps save on the memory consumption and efficiency aspects. Truly a very compact phone in the budget One Plus segment.",17 May 2022
3616,5,Super,Super,24 August 2022
3617,5,Fabulous One,It was best experience in this phone in every specs.The great one camera result and blurr images,08 August 2022
3618,4,Brand value with budget....go for it.,Camera is goodDisplay is nicePrivacy features are awasome,10 May 2022
3619,2,I don't like this phone samsung best,Camera quality isnot expecting my choice,05 November 2022
3620,5,Best mobil,Nice,  24 August 2022
3621,4,If you are a Camera person don't buy this phone.,"Except for the camera, everything is good about this phone.",  12 May 2022
3622,5,Nice phone in this budget,Nice product go for it,  21 August 2022
3623,5,Very Nice 👌👌👌👌,Very Nice product 👍,  24 August 2022
3624,2,No any one buy this product .,Not good,  8 November 2022
3625,4,you can buy it,If it had amoled display it would be best,  15 May 2022
3626,3,Touch and camera is not upto the mark,Touch and camera are of not good quality,  20 July 2022
3627,5,Good,Good Product...,  23 August 2022
3628,5,ONE PLUS NORD CE LITE 5G IS NICE PHONE. EASY TO USE. AND GREAT FUNCTION. THANK YOU,I like this mobile,  22 August 2022
3629,4,1 star is not given because of poor call recording feature,Never been disappointed yet .good product  but call recording system is poor as it will announce to the opposite person that call is being recorded,  14 April 2022
3630,5,Excellent,Excellent product 👍,25 August 2022
3631,5,This mobile is very nice 👍,Battery 🔋 is very good 😊GFinger print is very easy,12 August 2022
3632,5,Excellent performance,Best product,23 August 2022
3633,5,Camera not so good but overall phone is very nice specially battery back is very good,Battery backup is very good and battery charged full within 20mins,11 August 2022
3634,4,Every thing okay,I found one of major cons battery drain very faster when using and not in using.Camera good but it too much loading after capture.,15 April 2022
3635,3,Average Mobile,Mobile Speed very slow,20 July 2022
3636,4,Good,Good,22 May 2022
